seccion,grupo,ruta,ruta_color,alias,origen,destino,empresa,estado_de_la_ruta
anterior,Rutas IOxx,IO57A,#0994FF,,La Punta,Pachacámac,Empresa de Servicios Múltiples Los Laureles de Manchay S.A.C.,Inactiva
anterior,Rutas IOxx,IO57B,#0E1EAD,,La Punta,Pachacámac,Cooperativa de Transportes Interurbano Corporación S.A.C. (CTI Corporación S.A.C.),Activa
anterior,Rutas IOxx,IO58,#FFEE00,,Callao,Ate,Empresa de Transportes y Servicios El Sol de Santa Clara S.A. (ETISSA),Inactiva
anterior,Rutas IOxx,IO60,#714400,,La Perla,San Juan de Lurigancho,Empresa de Transportes y Servicios San Juan Bosco S.A. (ETSSJBSA),Inactiva
anterior,Rutas IOxx,IO61,#FF0505,,Callao,Ate,Sociedad Obrera de Transporte 1 de Mayo S.A.,Inactiva
anterior,Rutas IOxx,IO62,#0011FF,,Independencia,San Juan de Lurigancho,Empresa de Transportes Colonial S.A. (ETCOLSA),Inactiva
anterior,Rutas IOxx,IO62B,#0010FF,,Comas,San Juan de Lurigancho,Empresa de Transportes Colonial S.A. (ETCOLSA),Inactiva
anterior,Rutas IOxx,IO63,#AD3B0A,,La Punta,Ate,Empresa de Transportes El Carmen de la Punta S.A. (ETCAPSA),Activa
anterior,Rutas IOxx,IO65,#0011FF,,La Perla,San Juan de Lurigancho,Empresa de Transportes Colonial S.A. (ETCOLSA),Inactiva
anterior,Rutas IOxx,IO66,#FFDC00,,Callao,San Juan de Lurigancho,Empresa de Transportes Patrón San Sebastián S.A.C.,Activa
anterior,Rutas IOxx,IO67,#47703A,,Ate,Callao,Empresa de Transporte Rápido Musa S.A. (ETRAMUSA),Inactiva
anterior,Rutas IOxx,IO68,#FFEE00,,Callao,Huaycán,Empresa de Transportes y Turismo California siglo XXI S.A.C.,Activa
anterior,Rutas IOxx,IO69,#FF9326,,San Juan de Lurigancho,San Juan de Lurigancho,Empresa de Servicio de Transportes San Germán S.A.,Inactiva
anterior,Rutas IOxx,IO71,#68FA38,,Puente Piedra,San Miguel,Empresa de Transportes e Inversiones Chalacos Unidos S.A.C. (ETCHUSAC),Activa
anterior,Rutas IOxx,IO72,#47703A,,Cieneguilla,Callao,Empresa de Transporte Rápido Musa S.A. (ETRAMUSA),Inactiva
anterior,Rutas IOxx,IO73,#4A753D,,Ate,La Punta,Empresa de Transporte Rápido Musa S.A. (ETRAMUSA),Inactiva
anterior,Rutas IOxx,IO74,#FFEE00,,La Perla,Huaycán,Empresa de Transportes y Servicios Múltiples California S.A.C.,Activa
anterior,Rutas IOxx,IO75A,#060B85,,La Punta,Pachacámac,Empresa de Transporte Castro Fuentes S.A. (KEJVIDSA),Inactiva
anterior,Rutas IOxx,IO75B,#808080,,Mi Perú,Magdalena del Mar,Transportes y Servicios Cielo Mar y Tierra S.A. (ETCIMATISA),Activa
anterior,Rutas IOxx,IO76,#FF6010,,Ventanilla,La Victoria,Corporación Aleluya S.A.C.,Activa
anterior,Rutas IOxx,IO78,#F5A200,,Ventanilla,Villa El Salvador,Empresa de Transportes 41 S.A.,Inactiva
anterior,Rutas IOxx,IO78B,#FFF9F7,,Callao,Ate,Empresa de Transportes Urbano Indoamérica S.A.C. (ETUILSAC),Inactiva
anterior,Rutas IOxx,IO80A,#841FD1,,Callao,Villa María del Triunfo,Inversiones Empresa de Transportes Los Milagros del Señor de Pachacamilla S.A. (ETMISPSA),Inactiva
anterior,Rutas IOxx,IO80B,#128A00,,Callao,Huaycán,Transportes Inversiones Nueva Galaxia ​,Activa
anterior,Rutas IOxx,IO81,#1A8FE9,,Ventanilla,Ate,Consorcio Metrovías Express S.A.,Inactiva
anterior,Rutas IOxx,IO82,#2F84C4,,Ventanilla,San Martín de Porres,Consorcio Las Estrellas,Inactiva
anterior,Rutas IOxx,IO85,#FFCD82,,Puente Piedra,Lima,Empresa de Transportes y Servicios Amancaes S.A. (ETAMSA),Inactiva
anterior,Rutas IOxx,IO88,#30A130,,Ate,Callao,Empresa de Transportes y Servicios Almirante Miguel Grau S.A. (ETSAMIGSA),Inactiva
anterior,Rutas IOxx,IO89,#A60314,,San Martín de Porres,Chorrillos,Corporación Aquarius S.A.C.,Activa
anterior,Rutas IOxx,IO91,#FF38FF,,Callao,Callao,Sociedad de Transportistas Independientes S.A. (SOTISA),Inactiva
anterior,Rutas IOxx,IO96,#FF0000,,Callao,Villa María del Triunfo,Empresa de Transportes Unidos Chama S.A.,Inactiva
anterior,Rutas IOxx,IO99,#FF6F00,,Callao,San Juan de Lurigancho,Empresa de Transportes Las Flores S.A.,Inactiva
anterior,Rutas IOxx,IO100,#E60026,,Callao,San Juan de Lurigancho,Cooperativa de Transportes Huáscar 87 Ltda.,Inactiva
anterior,Rutas IOxx,IO101,#FFFF00,,Santa Rosa,Pachacámac,Empresa de Transportes Edilberto Ramos S.A.C. (ETERSAC),Inactiva
anterior,Rutas IPCxx,IPC06,#391170,,Callao,Callao,Consorcio Grupo Uvita S.A.C.,Activa
anterior,Rutas IPCxx,IPC33,#8D17E8,,¿?,¿?,Empresa de Transportes Señor del Mar S.A. (ETSMARSA),Inactiva
anterior,Rutas OCRxx,OCR07,#56CCA1,,Carmen de La Legua Reynoso,La Victoria,Empresa de Transportes Once de Noviembre S.A. (EMPTONSA),Inactiva
anterior,Rutas OMxx,OM01,#FF0000,,San Martín de Porres,Ate,Empresa de Transportes Diecisiete de Junio S.A. (ETRADIJUSA),Inactiva
anterior,Rutas OMxx,OM05,#FFAD42,,Carabayllo,Lurigancho/Chosica,Empresa de Transportes Internacional Pamela S.A. (ETRINPASA),Inactiva
anterior,Rutas OMxx,OM09,#18D6C9,,Callao,Lima,Perla Argentina S.A. (PASA),Activa
anterior,Rutas OMxx,OM10,#95FF38,,Mi Perú,San Miguel,Empresa de Transportes e Inversiones Chalacos Unidos S.A.C. (ETCHUSAC),Activa
anterior,Rutas OMxx,OM14,#18EC40,,Callao,Villa María Del Triunfo,Transportes Inversiones Nueva Galaxia,Activa
anterior,Rutas OMxx,OM15,#45FFA2,,San Martín de Porres,Ate,Empresa de Transportes Virgen de La Asunción S.A. (ETVASA),Inactiva
anterior,Rutas OMxx,OM16,#00B8FF,,Ventanilla,Ate,Empresa de Transportes Álamo Express S.A. (ETALEXSA) / Consorcio Santa Bárbara S.A. (COSBASA),Activa
anterior,Rutas OMxx,OM17,#FA8D21,,San Miguel,San Juan de Lurigancho,Empresa de Transportes El Amauta S.A. (ETEASA),Inactiva
anterior,Rutas OMxx,OM18,#ED0512,,Callao,Santiago de Surco,Holding Real Express S.A. / Consorcio Grupo Orión S.A.,Activa
anterior,Rutas OMxx,OM19,#2F8BB3,,Callao,Villa María del Triunfo,Holding Real Express S.A. / Consorcio Grupo Orión S.A.,Activa
anterior,Rutas OMxx,OM21,#318F1A,,Los Olivos,Villa María del Triunfo,Holding Real Express S.A. / Consorcio Grupo Orión S.A.,Activa
anterior,Rutas OMxx,OM22,#FF7000,,Ventanilla,Ate,Empresa de Transportes y Servicios La Mar S.A.C. (ETRANSLAMAR),Activa
anterior,Rutas OMxx,OM23,#078ED1,,San Martín de Porres,Rímac,Corporación Empresa de Transportes Urbano Niño Jesús S.A. (ETUNIJESA),Activa
anterior,Rutas OMxx,OM24,#2272A8,,La Punta,Santiago de Surco,Transportes y Servicios VRP S.A.C.,Inactiva
anterior,Rutas OMxx,OM25,#C4762D,,Puente Piedra,San Miguel,Empresa de Transportes Cruz de Motupe S.A.C.,Activa
anterior,Rutas OMxx,OM27,#001EDE,,San Martín de Porres,La Victoria,Empresa de Transportes Nuevo Fiori S.A.,Inactiva
anterior,Rutas OMxx,OM28,#7C15CC,,La Punta,Ate,Empresa de Transportes Señor del Mar S.A. (ETSMARSA),Activa
anterior,Rutas OMxx,OM30,#1C9DFF,,Callao,San Miguel,Metrovías Express S.A. / Consorcio Grupo Orión S.A.,Inactiva
anterior,Rutas OMxx,OM31,#FFF71C,,Callao,San Miguel,Empresa de Transportes Puerto Chico S.A.,Inactiva
anterior,Rutas OMxx,OM32,#DBC114,,San Martín de Porres,San Martín de Porres,Empresa de Transportes Santa Rosa de Lima S.A. (ETRASLISA),Activa
anterior,Rutas OMxx,OM33,#FF0000,,Callao,Villa El Salvador,Corporación Inversiones Los Ángeles del Perú S.A. (CILAP),Activa
anterior,Rutas OMxx,OM34,#1C5717,,Ventanilla,Ate,Consorcio de Transporte Adonai,Activa
anterior,Rutas OMxx,OM36,#9A2008,,Callao,Villa El Salvador,Consorcio de Transporte Transcastel,Activa
anterior,Rutas OMxx,OM37,#14E8FF,,Callao,Villa María del Triunfo,Holding Real Express S.A. / Consorcio Grupo Orión S.A.,Activa
anterior,Rutas OMxx,OM39,#E8D900,,La Punta,Carabayllo,Empresa de Transportes San Benito de Palermo S.A. (ETSABEPSA),Activa
anterior,Rutas OMxx,OM42,#117864,,Ventanilla,San Juan de Lurigancho,Consorcio Roma Internacional S.A.,Activa
anterior,Rutas OMxx,OM44,#700000,,Callao,San Martín de Porres,Corporación e Inversiones Los Ángeles del Perú S.A. (CILAP),Activa
anterior,Rutas OMxx,OM46,#D5D515,,Callao,Chorrillos,Empresa de Transportes Lima 2000 S.A.,Inactiva
anterior,Rutas OMxx,OM47/1448,#FFD296,,Ventanilla,San Miguel,Consorcio de Transportes Kilmer,Activa
anterior,Rutas OMxx,OM52,#1F00FF,,Callao,Ate,Transportes Houston S.A.,Inactiva
anterior,Rutas OMxx,OM57,#05004A,,La Punta,Pachacámac,Cooperativa de Transportes Interurbano Corporación S.A.C. (CTI Corporación S.A.C.),Activa
anterior,Rutas OMxx,OM62,#2E00F5,,La Punta,Pachacámac,Consorcio Salamanca S.A.C.,Activa
anterior,Rutas OMxx,OM75 / CCH14,#4D82AB,,Ventanilla,Ricardo Palma,Empresa de Transportes Pachacútec Internacional S.A.,Activa
anterior,Rutas OMxx,OM77,#0000A8,,Ventanilla,Pachacámac,Consorcio de Transporte Adonai,Inactiva
